Year,Month,Day,Temp_Max[?øC],Temp_Mean[?øC],Temp_Min[?øC],Weather Category,,Emirate
2022,9,24,40.1,32.7,25.7,Sunny and Hot,,Ras Al Khaimah
2021,12,15,29.1,21.8,15.2,Sunny and Warm,,Ras Al Khaimah
2022,8,15,46.2,37.8,33.1,Sunny and Hot,,Ras Al Khaimah
2019,8,21,44.8,36.1,29.7,Sunny and Hot,,Ras Al Khaimah
2019,7,1,47,37.3,28.7,Sunny and Hot,,Ras Al Khaimah
2018,10,22,39.3,30.7,24.2,Sunny and Hot,,Ras Al Khaimah
2021,5,18,44.1,34.1,26.5,Sunny and Hot,,Ras Al Khaimah
2021,4,23,42.4,32.3,22.5,Sunny and Hot,,Ras Al Khaimah
2019,9,22,45.1,34.6,26.8,Sunny and Hot,,Ras Al Khaimah
2022,8,22,46.4,36.5,29.7,Sunny and Hot,,Ras Al Khaimah
2021,1,16,25.2,16.2,8.2,Cold and Cloudy,,Ras Al Khaimah
2022,3,30,30.1,23.3,17,Sunny and Warm,,Ras Al Khaimah
2019,6,25,44.1,36.1,29.4,Sunny and Hot,,Ras Al Khaimah
2018,4,20,32.3,26.1,20,Sunny and Warm,,Ras Al Khaimah
2018,7,18,42.6,36.4,30.2,Sunny and Hot,,Ras Al Khaimah
2020,7,12,49.5,39.5,32.6,Sunny and Hot,,Ras Al Khaimah
2020,8,5,43.5,36.2,30.4,Sunny and Hot,,Ras Al Khaimah
2020,11,15,31.1,26.2,21.2,Sunny and Warm,,Ras Al Khaimah
2018,1,9,25.1,18.8,14.5,Cold and Cloudy,,Ras Al Khaimah
2019,7,20,45.9,37.6,31.7,Sunny and Hot,,Ras Al Khaimah
2020,11,24,27.8,24.7,21.2,Sunny and Warm,,Ras Al Khaimah
2022,12,24,29.7,23.5,17.4,Sunny and Warm,,Ras Al Khaimah
2019,8,19,46,38.2,33.8,Sunny and Hot,,Ras Al Khaimah
2019,8,27,48,36.7,28.3,Sunny and Hot,,Ras Al Khaimah
2021,3,28,33.2,26.2,20.4,Sunny and Warm,,Ras Al Khaimah
2021,7,22,43.9,37.8,32.1,Sunny and Hot,,Ras Al Khaimah
2019,8,25,46.4,37.2,30.1,Sunny and Hot,,Ras Al Khaimah
2018,12,21,26.7,20.8,15.7,Sunny and Warm,,Ras Al Khaimah
2022,10,12,39.5,30.7,24.4,Sunny and Hot,,Ras Al Khaimah
2021,11,28,30.5,25.3,20.2,Sunny and Warm,,Ras Al Khaimah
2021,11,19,30.9,26.1,21.8,Sunny and Warm,,Ras Al Khaimah
2022,5,31,42.4,32.5,23.3,Sunny and Hot,,Ras Al Khaimah
2022,1,18,29.7,23.4,19.6,Sunny and Warm,,Ras Al Khaimah
2018,12,19,26.8,21,14.6,Sunny and Warm,,Ras Al Khaimah
2021,7,3,46.7,36.8,29.7,Sunny and Hot,,Ras Al Khaimah
2019,2,23,27.5,21.9,17.9,Sunny and Warm,,Ras Al Khaimah
2021,11,9,33.3,26.7,20.6,Sunny and Warm,,Ras Al Khaimah
2018,5,17,38.8,32.1,28.5,Sunny and Hot,,Ras Al Khaimah
2021,12,31,28.9,22.8,18.6,Sunny and Warm,,Ras Al Khaimah
2020,11,2,34.7,26.5,18.6,Sunny and Warm,,Ras Al Khaimah
2021,10,18,39.9,31.2,23.5,Sunny and Hot,,Ras Al Khaimah
2018,6,2,47.2,36.6,27.1,Sunny and Hot,,Ras Al Khaimah
2018,9,5,47.4,39.6,33.2,Sunny and Hot,,Ras Al Khaimah
2020,2,29,28.4,22.2,19.2,Sunny and Warm,,Ras Al Khaimah
2018,12,7,32.2,23.6,16.8,Sunny and Warm,,Ras Al Khaimah
2022,11,12,36.9,28.8,22.8,Sunny and Warm,,Ras Al Khaimah
2020,3,1,31.5,22.4,13.4,Sunny and Warm,,Ras Al Khaimah
2020,12,4,30.5,23.7,16.8,Sunny and Warm,,Ras Al Khaimah
2018,3,17,35.1,24.4,14.6,Sunny and Warm,,Ras Al Khaimah
2020,5,30,45.8,37.4,30.7,Sunny and Hot,,Ras Al Khaimah
2020,9,1,45.3,37.2,30.9,Sunny and Hot,,Ras Al Khaimah
2022,11,25,33.1,25.1,18.2,Sunny and Warm,,Ras Al Khaimah
2020,3,13,33.5,23.7,14.8,Sunny and Warm,,Ras Al Khaimah
2018,10,28,34.8,30.4,28.5,Sunny and Hot,,Ras Al Khaimah
2022,7,31,45.6,38.3,32.5,Sunny and Hot,,Ras Al Khaimah
2018,8,20,42.8,35.5,29.5,Sunny and Hot,,Ras Al Khaimah
2020,10,21,38.9,27.9,19.5,Sunny and Warm,,Ras Al Khaimah
2018,12,23,25,20.9,16,Sunny and Warm,,Ras Al Khaimah
2021,12,11,28.7,22.2,16.5,Sunny and Warm,,Ras Al Khaimah
2018,9,19,43.2,35.4,29,Sunny and Hot,,Ras Al Khaimah
2021,1,15,24.2,17.5,10.3,Cold and Cloudy,,Ras Al Khaimah
2021,12,5,28.5,23.4,19.5,Sunny and Warm,,Ras Al Khaimah
2018,4,17,40.7,32.6,26.2,Sunny and Hot,,Ras Al Khaimah
2018,10,17,36.4,30.2,24.8,Sunny and Hot,,Ras Al Khaimah
2020,10,11,35.8,31.1,26,Sunny and Hot,,Ras Al Khaimah
2022,12,30,26.3,20.5,15,Sunny and Warm,,Ras Al Khaimah
2020,3,18,34.9,27.7,21.5,Sunny and Warm,,Ras Al Khaimah
2021,9,4,45.3,36.4,28.6,Sunny and Hot,,Ras Al Khaimah
2022,3,27,28.4,24.4,21.7,Sunny and Warm,,Ras Al Khaimah
2020,12,3,30.7,23.5,17.1,Sunny and Warm,,Ras Al Khaimah
2022,4,27,37.6,31.2,26.2,Sunny and Hot,,Ras Al Khaimah
2022,6,29,44.5,35.6,31.1,Sunny and Hot,,Ras Al Khaimah
2019,7,11,43.3,35.4,26.4,Sunny and Hot,,Ras Al Khaimah
2022,7,14,45,38.2,33.2,Sunny and Hot,,Ras Al Khaimah
2020,10,27,35.4,27.1,19.2,Sunny and Warm,,Ras Al Khaimah
2021,11,30,30.4,24.1,17.5,Sunny and Warm,,Ras Al Khaimah
2018,7,1,46.5,38.5,33.1,Sunny and Hot,,Ras Al Khaimah
2019,11,21,24.6,22.1,19.3,Sunny and Warm,,Ras Al Khaimah
2020,10,11,35.8,31.1,26,Sunny and Hot,,Ras Al Khaimah
2019,10,14,39.3,32,27,Sunny and Hot,,Ras Al Khaimah
2019,3,7,26.5,20.3,13.9,Sunny and Warm,,Ras Al Khaimah
2022,3,31,34.2,25.4,18.3,Sunny and Warm,,Ras Al Khaimah
2020,1,9,27.7,20,13.5,Sunny and Warm,,Ras Al Khaimah
2020,8,11,45.5,37.7,34.3,Sunny and Hot,,Ras Al Khaimah
2021,6,26,47.4,37.8,28.4,Sunny and Hot,,Ras Al Khaimah
2018,8,26,46.5,36.4,31.7,Sunny and Hot,,Ras Al Khaimah
2021,7,15,44.6,38.9,34.4,Sunny and Hot,,Ras Al Khaimah
2021,9,27,39.2,33.6,28.7,Sunny and Hot,,Ras Al Khaimah
2018,5,22,43.3,34.1,26.9,Sunny and Hot,,Ras Al Khaimah
2019,2,12,22.6,20.6,18,Sunny and Warm,,Ras Al Khaimah
2020,3,28,35.3,28.8,22.3,Sunny and Warm,,Ras Al Khaimah
2019,6,15,47.2,35.4,27.9,Sunny and Hot,,Ras Al Khaimah
2019,5,5,42.3,32.7,24.5,Sunny and Hot,,Ras Al Khaimah
2020,12,20,26.9,22.1,17.5,Sunny and Warm,,Ras Al Khaimah
2021,6,4,47.1,35.8,27.7,Sunny and Hot,,Ras Al Khaimah
2021,8,13,48.1,37.3,30,Sunny and Hot,,Ras Al Khaimah
2019,4,9,39.2,30,21.1,Sunny and Hot,,Ras Al Khaimah
2019,4,29,35.6,28.6,22.4,Sunny and Warm,,Ras Al Khaimah
2018,11,16,36,28.8,24.4,Sunny and Warm,,Ras Al Khaimah
2018,10,14,38.5,30.5,21.5,Sunny and Hot,,Ras Al Khaimah
2019,8,30,47.4,36.3,26.9,Sunny and Hot,,Ras Al Khaimah
2022,6,30,45.5,36.6,30.4,Sunny and Hot,,Ras Al Khaimah
2021,8,26,41.8,35.9,31.4,Sunny and Hot,,Ras Al Khaimah
2020,7,23,41.6,34.9,30,Sunny and Hot,,Ras Al Khaimah
2020,8,13,40.9,36.2,33.4,Sunny and Hot,,Ras Al Khaimah
2018,1,27,31.1,20.8,12.8,Sunny and Warm,,Ras Al Khaimah
2021,6,24,48.6,38.5,32.4,Sunny and Hot,,Ras Al Khaimah
2019,9,4,46.1,36,28.7,Sunny and Hot,,Ras Al Khaimah
2018,3,17,35.1,24.4,14.6,Sunny and Warm,,Ras Al Khaimah
2020,5,5,39.8,31.4,23.9,Sunny and Hot,,Ras Al Khaimah
2020,1,5,29.7,23.8,18,Sunny and Warm,,Ras Al Khaimah
2022,8,9,48.8,39.7,33.2,Sunny and Hot,,Ras Al Khaimah
2019,2,14,25,18.8,12,Cold and Cloudy,,Ras Al Khaimah
2022,4,27,37.6,31.2,26.2,Sunny and Hot,,Ras Al Khaimah
2022,11,27,32.4,26.1,19.2,Sunny and Warm,,Ras Al Khaimah
2021,5,22,47.2,36.3,26,Sunny and Hot,,Ras Al Khaimah
2021,9,13,45,36.4,31.8,Sunny and Hot,,Ras Al Khaimah
2019,9,20,42.7,34.8,28.2,Sunny and Hot,,Ras Al Khaimah
2020,6,19,42.2,33.9,27.7,Sunny and Hot,,Ras Al Khaimah
2020,1,25,24.6,19.2,14.6,Cold and Cloudy,,Ras Al Khaimah
2018,5,18,37.8,31.8,25.8,Sunny and Hot,,Ras Al Khaimah
2018,7,11,50.6,39.6,32.4,Sunny and Hot,,Ras Al Khaimah
2019,10,23,37.8,30.2,24.8,Sunny and Hot,,Ras Al Khaimah
2020,3,27,34.9,25.6,17.2,Sunny and Warm,,Ras Al Khaimah
2018,3,23,32.9,23.7,16.5,Sunny and Warm,,Ras Al Khaimah
2021,12,24,28.7,22.4,17.6,Sunny and Warm,,Ras Al Khaimah
2019,5,25,40.7,32.3,24.7,Sunny and Hot,,Ras Al Khaimah
2018,9,18,44.1,36.6,29.3,Sunny and Hot,,Ras Al Khaimah
2019,1,22,23.3,18,11.2,Cold and Cloudy,,Ras Al Khaimah
2021,8,7,43.8,37.1,30.7,Sunny and Hot,,Ras Al Khaimah
2022,10,5,41.3,32.6,26.6,Sunny and Hot,,Ras Al Khaimah
2021,4,4,31.5,26.1,22.5,Sunny and Warm,,Ras Al Khaimah
2019,1,30,27.5,21.7,16.5,Sunny and Warm,,Ras Al Khaimah
2018,10,3,41.8,32.3,25.2,Sunny and Hot,,Ras Al Khaimah
2021,6,9,42.7,34.9,28,Sunny and Hot,,Ras Al Khaimah
2018,8,11,47.1,39.4,34.7,Sunny and Hot,,Ras Al Khaimah
2022,3,7,36.8,27.2,18.3,Sunny and Warm,,Ras Al Khaimah
2018,10,10,41.3,32.8,25.9,Sunny and Hot,,Ras Al Khaimah
2018,10,17,36.4,30.2,24.8,Sunny and Hot,,Ras Al Khaimah
2018,2,17,35.5,24.7,16.1,Sunny and Warm,,Ras Al Khaimah
2022,5,9,37.1,31.7,28.2,Sunny and Hot,,Ras Al Khaimah
2018,2,5,25.2,17.4,9.3,Cold and Cloudy,,Ras Al Khaimah
2019,12,23,25.9,20,13.4,Sunny and Warm,,Ras Al Khaimah
2022,9,17,40.5,34.8,29,Sunny and Hot,,Ras Al Khaimah
2021,12,12,27.7,22.8,18.3,Sunny and Warm,,Ras Al Khaimah
2021,4,8,37.9,25.7,18,Sunny and Warm,,Ras Al Khaimah
2019,7,1,47,37.3,28.7,Sunny and Hot,,Ras Al Khaimah
2018,8,23,44.3,36.5,31.8,Sunny and Hot,,Ras Al Khaimah
2018,12,19,26.8,21,14.6,Sunny and Warm,,Ras Al Khaimah
2019,9,22,45.1,34.6,26.8,Sunny and Hot,,Ras Al Khaimah
2021,9,20,44.4,34.8,28.2,Sunny and Hot,,Ras Al Khaimah
2022,8,21,44.6,36.9,30.1,Sunny and Hot,,Ras Al Khaimah
2022,5,16,40.1,32.3,26.3,Sunny and Hot,,Ras Al Khaimah
2021,4,26,43.5,33.7,25.3,Sunny and Hot,,Ras Al Khaimah
2018,5,16,40.8,33.1,28.2,Sunny and Hot,,Ras Al Khaimah
2019,10,27,40.3,30.7,22.5,Sunny and Hot,,Ras Al Khaimah
2018,6,29,47.4,37.3,31.7,Sunny and Hot,,Ras Al Khaimah
2018,9,14,42.1,33.7,25.3,Sunny and Hot,,Ras Al Khaimah
2018,10,17,36.4,30.2,24.8,Sunny and Hot,,Ras Al Khaimah
2021,12,25,28.2,22,15.2,Sunny and Warm,,Ras Al Khaimah
2022,10,20,36.5,29.9,22.2,Sunny and Warm,,Ras Al Khaimah
2021,5,13,42.3,32.1,24.5,Sunny and Hot,,Ras Al Khaimah
2021,4,1,36.3,26.8,17.4,Sunny and Warm,,Ras Al Khaimah
2022,3,11,40.2,30.9,22.3,Sunny and Hot,,Ras Al Khaimah
2022,1,3,27.8,24.1,21.1,Sunny and Warm,,Ras Al Khaimah
2021,4,26,43.5,33.7,25.3,Sunny and Hot,,Ras Al Khaimah
2021,4,18,36.3,28,18.6,Sunny and Warm,,Ras Al Khaimah
2019,2,28,31.2,25.3,20,Sunny and Warm,,Ras Al Khaimah
2019,8,15,48,38.5,32.3,Sunny and Hot,,Ras Al Khaimah
2019,12,8,29.2,24,20.2,Sunny and Warm,,Ras Al Khaimah
2022,2,22,24.5,20.3,17.1,Sunny and Warm,,Ras Al Khaimah
2020,1,15,21.7,17.2,14,Cold and Cloudy,,Ras Al Khaimah
2018,10,14,38.5,30.5,21.5,Sunny and Hot,,Ras Al Khaimah
2021,10,23,37.2,30.5,25,Sunny and Hot,,Ras Al Khaimah
2021,5,20,44.6,34.8,25.7,Sunny and Hot,,Ras Al Khaimah
2018,11,14,33.3,27.4,21.8,Sunny and Warm,,Ras Al Khaimah
2020,1,30,24,17.9,12.1,Cold and Cloudy,,Ras Al Khaimah
2018,6,30,48.6,39.3,33.1,Sunny and Hot,,Ras Al Khaimah
2020,2,13,21.1,17,11.7,Cold and Cloudy,,Ras Al Khaimah
2018,5,14,42.9,33.4,27.8,Sunny and Hot,,Ras Al Khaimah
2022,3,20,29.7,22.5,15.6,Sunny and Warm,,Ras Al Khaimah
2022,2,13,23,20,17,Sunny and Warm,,Ras Al Khaimah
2019,5,18,40.2,34,28.8,Sunny and Hot,,Ras Al Khaimah
2018,4,19,32,26.7,21.6,Sunny and Warm,,Ras Al Khaimah
2018,6,20,46.2,35.6,28.7,Sunny and Hot,,Ras Al Khaimah
2019,4,9,39.2,30,21.1,Sunny and Hot,,Ras Al Khaimah
2022,7,13,42,37.3,33.2,Sunny and Hot,,Ras Al Khaimah
2019,12,5,28.5,22.3,16.9,Sunny and Warm,,Ras Al Khaimah
2020,1,11,22.6,20.1,17,Sunny and Warm,,Ras Al Khaimah
2022,4,14,44.7,33.4,25.3,Sunny and Hot,,Ras Al Khaimah
2019,2,25,26.8,22,17.9,Sunny and Warm,,Ras Al Khaimah
2019,7,3,45.7,36.3,28.5,Sunny and Hot,,Ras Al Khaimah
2020,10,23,34.2,27.7,20.5,Sunny and Warm,,Ras Al Khaimah
2020,6,27,46.2,37.4,32.3,Sunny and Hot,,Ras Al Khaimah
2019,8,1,42.3,36.9,33.5,Sunny and Hot,,Ras Al Khaimah
2022,12,13,28.7,22,16.6,Sunny and Warm,,Ras Al Khaimah
2019,7,7,44.5,37.1,30.3,Sunny and Hot,,Ras Al Khaimah
2019,8,21,44.8,36.1,29.7,Sunny and Hot,,Ras Al Khaimah
2018,8,14,43.6,36.1,31.9,Sunny and Hot,,Ras Al Khaimah
2018,12,20,27.2,21,13.2,Sunny and Warm,,Ras Al Khaimah
2018,9,13,41.9,33.8,26.4,Sunny and Hot,,Ras Al Khaimah
2020,4,1,32.7,24.5,18.4,Sunny and Warm,,Ras Al Khaimah
2019,9,11,42.5,35.4,30.8,Sunny and Hot,,Ras Al Khaimah
2022,3,21,31.9,23.7,17,Sunny and Warm,,Ras Al Khaimah
2018,12,7,32.2,23.6,16.8,Sunny and Warm,,Ras Al Khaimah
2018,9,2,47.2,36.2,27.6,Sunny and Hot,,Ras Al Khaimah
2022,9,5,44.6,35.6,28.8,Sunny and Hot,,Ras Al Khaimah
2020,7,2,44.2,38,34.3,Sunny and Hot,,Ras Al Khaimah
2019,1,29,29.3,23.3,17.5,Sunny and Warm,,Ras Al Khaimah
2018,12,5,30.8,23.1,14.4,Sunny and Warm,,Ras Al Khaimah
2022,1,3,27.8,24.1,21.1,Sunny and Warm,,Ras Al Khaimah
2018,12,5,30.8,23.1,14.4,Sunny and Warm,,Ras Al Khaimah
2018,3,4,27.8,20.8,13.7,Sunny and Warm,,Ras Al Khaimah
2020,6,21,41.1,33.5,29.5,Sunny and Hot,,Ras Al Khaimah
2022,9,19,43.6,34.5,27.3,Sunny and Hot,,Ras Al Khaimah
2020,3,27,34.9,25.6,17.2,Sunny and Warm,,Ras Al Khaimah
2019,10,1,42.7,34.1,27.2,Sunny and Hot,,Ras Al Khaimah
2020,4,13,35.5,30.5,26.7,Sunny and Hot,,Ras Al Khaimah
2022,12,4,30.6,24.5,18.2,Sunny and Warm,,Ras Al Khaimah
2018,3,11,36.7,28.3,20.3,Sunny and Warm,,Ras Al Khaimah
2018,12,3,29,23.3,17.4,Sunny and Warm,,Ras Al Khaimah
2023,2,11,26.1,19.9,14.7,Cold and Cloudy,,Ras Al Khaimah
2021,10,3,41.7,35,30.6,Sunny and Hot,,Ras Al Khaimah
2021,1,25,24.8,18.8,13,Cold and Cloudy,,Ras Al Khaimah
2020,2,25,36.2,27.7,20.2,Sunny and Warm,,Ras Al Khaimah
2022,9,13,45.3,34.6,28,Sunny and Hot,,Ras Al Khaimah
2021,4,22,42.4,32,23,Sunny and Hot,,Ras Al Khaimah
2022,11,1,36.5,28.5,22,Sunny and Warm,,Ras Al Khaimah
2022,12,4,30.6,24.5,18.2,Sunny and Warm,,Ras Al Khaimah
2020,5,20,43,33.2,25.4,Sunny and Hot,,Ras Al Khaimah
2019,9,27,41.8,34.5,30,Sunny and Hot,,Ras Al Khaimah
2020,6,21,41.1,33.5,29.5,Sunny and Hot,,Ras Al Khaimah
2019,2,7,25.1,17.5,9.8,Cold and Cloudy,,Ras Al Khaimah
2019,8,25,46.4,37.2,30.1,Sunny and Hot,,Ras Al Khaimah
2021,2,25,35.5,24.9,20.3,Sunny and Warm,,Ras Al Khaimah
2018,8,15,42,36.1,32.2,Sunny and Hot,,Ras Al Khaimah
2021,7,2,45.5,37,29.3,Sunny and Hot,,Ras Al Khaimah
2022,8,7,45.8,39.2,33.2,Sunny and Hot,,Ras Al Khaimah
2020,11,25,31,23.7,17,Sunny and Warm,,Ras Al Khaimah
2022,4,19,34.7,26.7,17.5,Sunny and Warm,,Ras Al Khaimah
2018,9,3,47.4,37.3,28.9,Sunny and Hot,,Ras Al Khaimah
2018,2,7,25.5,16.2,9.1,Cold and Cloudy,,Ras Al Khaimah
2019,8,28,47.6,37.7,30.2,Sunny and Hot,,Ras Al Khaimah
2023,1,10,30.6,22.4,16.7,Sunny and Warm,,Ras Al Khaimah
2020,3,14,33.5,26.2,18.7,Sunny and Warm,,Ras Al Khaimah
2019,7,4,46.1,36.5,30.9,Sunny and Hot,,Ras Al Khaimah
2019,11,4,35,27.3,20.3,Sunny and Warm,,Ras Al Khaimah
2019,8,20,45.2,36.9,32.1,Sunny and Hot,,Ras Al Khaimah
2022,8,11,45.2,37.6,31.4,Sunny and Hot,,Ras Al Khaimah
2018,3,30,42.5,29.1,18,Sunny and Warm,,Ras Al Khaimah
2020,7,31,49.2,38.2,31,Sunny and Hot,,Ras Al Khaimah
2019,7,5,45.6,36.9,31.1,Sunny and Hot,,Ras Al Khaimah
2018,4,5,36.6,28.4,20.7,Sunny and Warm,,Ras Al Khaimah
2022,4,16,40,32.2,25,Sunny and Hot,,Ras Al Khaimah
2020,12,13,26.2,20.8,14.7,Sunny and Warm,,Ras Al Khaimah
2022,1,7,24.9,18.6,12,Cold and Cloudy,,Ras Al Khaimah
2019,4,23,29.8,26.8,23.6,Sunny and Warm,,Ras Al Khaimah
2021,7,4,48.4,38.7,29.3,Sunny and Hot,,Ras Al Khaimah
2018,2,11,29.1,19.2,10.5,Cold and Cloudy,,Ras Al Khaimah
2022,6,19,48.8,38.1,30,Sunny and Hot,,Ras Al Khaimah
2022,9,21,43.8,36.1,30.3,Sunny and Hot,,Ras Al Khaimah
2021,9,18,45.2,35.5,28.1,Sunny and Hot,,Ras Al Khaimah
2020,3,18,34.9,27.7,21.5,Sunny and Warm,,Ras Al Khaimah
2019,11,22,26.6,21,15.1,Sunny and Warm,,Ras Al Khaimah
2021,6,10,42.7,34.6,27.8,Sunny and Hot,,Ras Al Khaimah
2019,12,20,26.3,21.3,16.2,Sunny and Warm,,Ras Al Khaimah
2022,7,5,39.9,35.7,32.3,Sunny and Hot,,Ras Al Khaimah
2022,4,12,40.2,30.5,21.9,Sunny and Hot,,Ras Al Khaimah
2020,9,26,43.5,33,24.9,Sunny and Hot,,Ras Al Khaimah
2020,12,31,28,19.8,12.7,Cold and Cloudy,,Ras Al Khaimah
2021,10,8,41.4,33.1,26.3,Sunny and Hot,,Ras Al Khaimah
2022,6,22,48.6,37.9,28.1,Sunny and Hot,,Ras Al Khaimah
2022,3,28,27.2,23,20.2,Sunny and Warm,,Ras Al Khaimah
2022,6,22,48.6,37.9,28.1,Sunny and Hot,,Ras Al Khaimah
2021,10,13,41.5,32.8,26,Sunny and Hot,,Ras Al Khaimah
2022,1,2,27.4,23.3,19.3,Sunny and Warm,,Ras Al Khaimah
2020,8,19,45.8,37.4,32.9,Sunny and Hot,,Ras Al Khaimah
2020,1,18,26.8,19,11.9,Cold and Cloudy,,Ras Al Khaimah
2019,12,25,26.7,19.8,13.1,Cold and Cloudy,,Ras Al Khaimah
2020,10,1,42.7,33.5,26.8,Sunny and Hot,,Ras Al Khaimah
2019,4,18,40.6,30.2,20.3,Sunny and Hot,,Ras Al Khaimah
2021,4,12,42.2,32.9,24,Sunny and Hot,,Ras Al Khaimah
2018,9,11,43.3,35.4,29.8,Sunny and Hot,,Ras Al Khaimah
2022,1,23,22.6,19.1,16.3,Cold and Cloudy,,Ras Al Khaimah
2019,9,30,42.8,35,28.5,Sunny and Hot,,Ras Al Khaimah
2019,6,23,44.9,37.8,32.9,Sunny and Hot,,Ras Al Khaimah
2019,12,21,26.4,20.2,13.7,Sunny and Warm,,Ras Al Khaimah
2020,3,6,31,20.9,12.3,Sunny and Warm,,Ras Al Khaimah
2020,2,23,33.3,25.1,19.4,Sunny and Warm,,Ras Al Khaimah
2018,1,28,25.8,19.3,13.3,Cold and Cloudy,,Ras Al Khaimah
2021,9,7,44.1,34.3,27.9,Sunny and Hot,,Ras Al Khaimah
2021,10,6,41.3,33.2,27.2,Sunny and Hot,,Ras Al Khaimah
2019,7,30,45.9,39,34.4,Sunny and Hot,,Ras Al Khaimah
2019,2,11,28.6,22.8,16.9,Sunny and Warm,,Ras Al Khaimah
2021,1,10,25.5,17.1,8.9,Cold and Cloudy,,Ras Al Khaimah
2019,12,27,25.2,19,12.7,Cold and Cloudy,,Ras Al Khaimah
2019,5,4,38.7,30,21.7,Sunny and Hot,,Ras Al Khaimah
2019,7,4,46.1,36.5,30.9,Sunny and Hot,,Ras Al Khaimah
2018,8,9,49.7,41,33.6,Sunny and Hot,,Ras Al Khaimah
2023,1,26,23.2,18.3,15.7,Cold and Cloudy,,Ras Al Khaimah
2021,12,2,31.5,24,17.4,Sunny and Warm,,Ras Al Khaimah
2019,11,11,29.9,23.6,17,Sunny and Warm,,Ras Al Khaimah
2020,2,10,29.5,22.8,17.9,Sunny and Warm,,Ras Al Khaimah
2018,7,21,46.8,37,28.2,Sunny and Hot,,Ras Al Khaimah
2020,11,30,30.3,23.6,17.6,Sunny and Warm,,Ras Al Khaimah
2023,1,27,22.8,18.6,15.7,Cold and Cloudy,,Ras Al Khaimah
2020,8,14,41.6,35.8,31.2,Sunny and Hot,,Ras Al Khaimah
2019,9,2,47.8,36.7,29.9,Sunny and Hot,,Ras Al Khaimah
2021,9,13,45,36.4,31.8,Sunny and Hot,,Ras Al Khaimah
2018,11,1,33.3,27.1,20.3,Sunny and Warm,,Ras Al Khaimah
2022,1,28,26.6,20.6,14.8,Sunny and Warm,,Ras Al Khaimah
2022,5,24,42.9,34,27,Sunny and Hot,,Ras Al Khaimah
2019,3,4,24.5,18.8,12.7,Cold and Cloudy,,Ras Al Khaimah
2022,7,7,39,35.2,31.3,Sunny and Hot,,Ras Al Khaimah
2019,4,11,32.9,27.7,23.6,Sunny and Warm,,Ras Al Khaimah
2020,4,23,38.7,29.8,21.8,Sunny and Warm,,Ras Al Khaimah
2019,6,29,47.8,38.3,30.6,Sunny and Hot,,Ras Al Khaimah
2019,8,17,44.6,37.1,33.2,Sunny and Hot,,Ras Al Khaimah
2019,3,12,27.1,19.7,12.2,Cold and Cloudy,,Ras Al Khaimah
2021,4,8,37.9,25.7,18,Sunny and Warm,,Ras Al Khaimah
2018,5,3,39.9,32.4,23.8,Sunny and Hot,,Ras Al Khaimah
2018,9,4,47.4,37.9,29.9,Sunny and Hot,,Ras Al Khaimah
2018,6,28,47.1,36.6,28.7,Sunny and Hot,,Ras Al Khaimah
2020,4,1,32.7,24.5,18.4,Sunny and Warm,,Ras Al Khaimah
2019,9,3,47.7,37.4,29.9,Sunny and Hot,,Ras Al Khaimah
2018,5,16,40.8,33.1,28.2,Sunny and Hot,,Ras Al Khaimah
2021,4,12,42.2,32.9,24,Sunny and Hot,,Ras Al Khaimah
2020,9,24,44.9,33.3,23.7,Sunny and Hot,,Ras Al Khaimah
2022,1,13,26.1,20.2,14.3,Sunny and Warm,,Ras Al Khaimah
2018,11,27,27.8,23.8,20,Sunny and Warm,,Ras Al Khaimah
2018,7,23,43.8,36.7,32.2,Sunny and Hot,,Ras Al Khaimah
2020,2,18,31.9,22.6,14.7,Sunny and Warm,,Ras Al Khaimah
2021,12,24,28.7,22.4,17.6,Sunny and Warm,,Ras Al Khaimah
2021,1,27,25.7,19.9,14.5,Cold and Cloudy,,Ras Al Khaimah
2021,7,1,45.9,36.9,30.1,Sunny and Hot,,Ras Al Khaimah
2020,6,2,44.4,37.2,31.8,Sunny and Hot,,Ras Al Khaimah
2020,5,13,34.6,30.4,26.1,Sunny and Hot,,Ras Al Khaimah
2019,6,6,47.2,36.7,29.3,Sunny and Hot,,Ras Al Khaimah
2018,3,27,35.8,25.9,15.9,Sunny and Warm,,Ras Al Khaimah
2019,4,6,40.3,32.1,23.8,Sunny and Hot,,Ras Al Khaimah
2020,3,8,33.8,23.4,15.7,Sunny and Warm,,Ras Al Khaimah
2022,8,24,46.4,37.7,31.7,Sunny and Hot,,Ras Al Khaimah
2020,8,8,43.9,37.2,32.5,Sunny and Hot,,Ras Al Khaimah
2023,2,7,33.8,25,17.5,Sunny and Warm,,Ras Al Khaimah
2019,10,6,39.4,32.6,27.6,Sunny and Hot,,Ras Al Khaimah
2022,7,21,46,38.9,34.2,Sunny and Hot,,Ras Al Khaimah
2018,8,27,47.2,37.4,31.5,Sunny and Hot,,Ras Al Khaimah
2021,10,24,35.6,30,26,Sunny and Hot,,Ras Al Khaimah
2019,10,19,38.3,30.4,24.6,Sunny and Hot,,Ras Al Khaimah
2020,8,31,46.4,38.9,33.5,Sunny and Hot,,Ras Al Khaimah
2019,6,4,46.2,36,27.1,Sunny and Hot,,Ras Al Khaimah
2019,1,7,29.5,21.5,13.6,Sunny and Warm,,Ras Al Khaimah
2020,2,6,27.1,19.2,12.9,Cold and Cloudy,,Ras Al Khaimah
